#,o0_t0,3cce191304b3b7c3c605f999c3bb2def,2017/09/01 10:07:43,2017/09/01 10:14:48,1303.1005092539488 km
2017/09/01 10:07:43,36.83209419551591,117.53602295101486,1,36.65712252032425,117.00204759861207,7.960046393931599,11.705324323522587,0.24092323133063803
2017/09/01 10:07:58,36.931356010180046,117.63115165503922,2,36.658381011267956,117.00159069042566,13.101804280052459,52.416420227717275,0.39192822059126164
2017/09/01 10:08:13,37.31159407237817,117.93783945033567,3,36.659892065449675,117.00128664097012,5.475094256879131,8.197564161850625,0.05626775792523556
2017/09/01 10:08:29,36.99049324059867,117.06533040769607,4,36.662098578777425,117.00081579308309,1.2116844338949617,1.3244526478789638,0.03652862260364426
2017/09/01 10:08:44,36.69030822363989,117.35700611386935,5,36.66416484370462,117.00128753913543,2.7427495589618727,201.58056444914584,0.6248204919559602
2017/09/01 10:08:59,36.68410689187491,117.56348312073658,6,36.66636139448876,117.00216058662608,0.7182020286909835,135.49017211895745,0.1571397837439775
2017/09/01 10:09:14,37.001276104285076,117.98338005081672,6,36.668310094446404,117.0028018937552,0.17405634867938835,359.86563066870457,0.4173675957140369
2017/09/01 10:09:29,36.88806243395102,117.63638168719213,6,36.67008093747477,117.00335183524412,2.297599831739036,562.9849418358114,0.6529427974563552
2017/09/01 10:09:45,36.800209035643356,117.56394250836507,6,36.671809052904905,117.0045679674696,4.1623198280386475,784.5449397519357,0.909905273880758
2017/09/01 10:10:00,37.226375202013415,117.68806686732545,7,36.67330124497636,117.00622854563375,0.7190657890427692,144.75268715184808,0.11546744445369565
2017/09/01 10:10:15,36.92779291866553,117.0616613349145,7,36.675027849105994,117.00750789792998,3.7312020683046527,368.8457873474411,0.2942237639971615
2017/09/01 10:10:30,37.30593155048883,117.1139181931626,7,36.67593028426419,117.00960729077718,0.6001143183994254,582.90030286527,0.46497242757595764
2017/09/01 10:10:45,37.66455293406484,117.8121838530333,7,36.67696096931788,117.01170773074317,1.033885884569404,802.9194111711171,0.6404789737197727
2017/09/01 10:11:01,36.749794551439564,117.86400802124264,7,36.67759798838384,117.01422055602933,1.9099257785429742,1043.7714316633985,0.832603678586765
2017/09/01 10:11:16,37.431912144141954,117.59594966773611,8,36.67791318477835,117.01674662072237,1.2824330943702766,21.473484633667137,0.042324742652164155
2017/09/01 10:11:31,37.45451905588361,117.32854906647405,8,36.679431405613336,117.01815234470621,10.690072593065873,238.19307746589664,0.4694841511407463
2017/09/01 10:11:46,36.951410640403815,117.5657116322361,8,36.681098331183065,117.01798802540416,16.640487661124034,425.92278773535287,0.8395038200892396
2017/09/01 10:12:01,36.9995816266117,117.1950667472204,9,36.682268870270846,117.01790494367869,7.428555747453431,51.208625117347125,0.23756478149301305
2017/09/01 10:12:16,37.25448945243278,117.36223590060719,10,36.6834302441948,117.01930061793783,1.112818769987283,19.6945531524993,0.07098284477035169
2017/09/01 10:12:31,37.4542505230238,117.16032369618027,10,36.684386299756,117.02138753244839,1.135881908044075,236.4348878233009,0.8521554569277999
2017/09/01 10:12:46,37.23498359856606,117.33087296537887,11,36.68450957000815,117.02361206286041,8.862116762836793,158.6523913663836,0.8470026520326788
2017/09/01 10:13:02,37.08362211583185,117.78616271811542,12,36.68474232665897,117.02470513598013,11.23323055911211,40.11394358726395,0.10497430481233462
2017/09/01 10:13:17,36.87406369505367,118.01360064402061,12,36.68487597830587,117.02516638457881,7.175187931942541,83.84986928501775,0.21942698597189286
2017/09/01 10:13:32,36.98694266518714,117.91350156955652,12,36.684995969439946,117.02555403232552,2.5237878789607526,120.90243823492295,0.3163899698920856
2017/09/01 10:13:47,37.3239379336998,117.76037315813424,12,36.685199372126604,117.02623285333395,4.388184081623401,185.52159806297212,0.48549205195863904
2017/09/01 10:14:02,37.09827527423659,117.04448961591474,12,36.68534336755912,117.02667838315946,7.4180246650025365,228.35496322290436,0.5975828196154085
2017/09/01 10:14:17,36.88790731096101,117.30705517592101,12,36.68544031406652,117.02697834101072,7.153113110173149,257.19295818129194,0.6730490590877971
